City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Rūdbār,30.15,62.6,74.5,23,0,11.36,AF,1631415214
Lohja,60.2486,24.0653,56.44,100,100,4.0,FI,1631415215
Necochea,-38.5473,-58.7368,55.04,89,100,17.81,AR,1631415200
Obzor,42.8167,27.8833,61.34,49,2,6.06,BG,1631415217
Mandan,46.8267,-100.8896,54.61,76,20,13.8,US,1631415219
Lang,46.8445,15.5019,53.58,93,38,1.14,AT,1631415221
Letterkenny,54.95,-7.7333,49.33,83,100,3.09,IE,1631415222
Sakaraha,-22.9,44.5333,58.8,77,0,3.8,MG,1631415223
Sorgun,39.8101,35.186,52.88,92,5,3.98,TR,1631415226
Haapiti,-17.5667,-149.8667,82.13,65,54,13.15,PF,1631415228
Castelo,-20.6036,-41.1847,72.09,92,85,1.25,BR,1631415231
Bajil,15.0584,43.2851,86.45,74,9,5.17,YE,1631415232
Innisfail,-17.5333,146.0333,77.14,71,100,5.66,AU,1631415232
Mayo,38.8876,-76.5119,72.95,76,1,3.0,US,1631415234
Vao,-22.6667,167.4833,67.98,62,6,13.04,NC,1631415235
Asău,46.4333,26.4,57.76,54,29,4.18,RO,1631415236
Bethel,41.3712,-73.414,69.55,86,3,3.96,US,1631415237
Kralendijk,12.15,-68.2667,82.38,78,100,10.36,BQ,1631415238
Hambantota,6.1241,81.1185,82.74,89,20,13.8,LK,1631415240
Saint-Joseph,-21.3667,55.6167,68.38,80,22,17.29,RE,1631415241
Departamento de Maldonado,-34.6667,-54.9167,56.59,94,59,8.97,UY,1631415241
Bandar,2.05,99.75,76.21,96,100,1.72,ID,1631415242
Tuatapere,-46.1333,167.6833,55.81,94,100,8.05,NZ,1631415243
Linxia Chengguanzhen,35.6003,103.2064,72.64,49,0,3.58,CN,1631415244
Alofi,-19.0595,-169.9187,82.29,74,100,9.22,NU,1631415244
North,50.3333,3.6667,55.42,93,48,6.42,FR,1631415245
Grand-Santi,4.25,-54.3833,72.97,86,93,3.78,GF,1631415246
El Puerto de Santa María,36.5939,-6.233,67.24,91,0,3.44,ES,1631415247
Bodden,51.1954,-2.5161,55.29,90,96,4.25,GB,1631415248
Corsicana,32.0954,-96.4689,76.77,58,0,1.01,US,1631415248
Grand,38.8755,-109.5012,79.83,34,85,7.87,US,1631415249
Uničov,49.7709,17.1214,62.35,87,94,1.9,CZ,1631415250
Port,-7.0349,29.7638,73.13,56,18,6.71,CD,1631415251
Serebryansk,49.6925,83.2892,62.15,29,100,8.1,KZ,1631415252
Lethem,3.3803,-59.7968,78.28,70,7,6.78,GY,1631415253
Tianpeng,30.9866,103.9393,79.27,65,75,3.67,CN,1631415255
Choctaw,35.4976,-97.2689,83.05,54,1,13.8,US,1631415255
Sharanga,57.1775,46.5396,46.09,96,100,3.15,RU,1631415256
Pisco,-13.7,-76.2167,60.03,88,40,12.66,PE,1631415257
Kérouané,9.2667,-9.0167,68.58,96,98,2.01,GN,1631415259
Ojinaga,29.5667,-104.4167,87.42,20,1,9.22,MX,1631415259
Pingliang,35.5392,106.6861,76.26,56,1,12.75,CN,1631415260
Umeå,63.8284,20.2597,51.91,100,90,4.61,SE,1631415261
Longyearbyen,78.2186,15.6401,33.64,69,0,13.8,SJ,1631415262
Port,-7.0349,29.7638,73.13,56,18,6.71,CD,1631415264
Antalaha,-14.9003,50.2788,68.99,84,73,10.47,MG,1631415265
Tilichiki,60.4667,166.1,44.87,46,40,23.33,RU,1631415266
Saldanha,-33.0117,17.9442,55.45,91,100,9.64,ZA,1631415178
Bathsheba,13.2167,-59.5167,83.01,88,20,10.36,BB,1631415268
Flinders,-34.5833,150.8552,85.21,22,0,15.01,AU,1631415268
Talcahuano,-36.7167,-73.1167,51.48,87,90,8.05,CL,1631415269
Iskateley,67.6803,53.1512,36.81,88,100,10.56,RU,1631415271
Usogorsk,63.4106,48.6872,32.85,98,32,4.63,RU,1631415272
Ilulissat,69.2167,-51.1,13.96,71,1,5.61,GL,1631415272
Severnyy,50.677,36.5532,59.04,77,0,4.47,RU,1631415273
Tahlequah,35.9154,-94.97,80.11,57,1,3.44,US,1631415084
Safi,32.2994,-9.2372,74.16,58,7,5.3,MA,1631415274
Christchurch,-43.5333,172.6333,61.0,44,100,6.91,NZ,1631415100
Irtyshskiy,58.3333,68.1333,37.78,90,100,17.43,RU,1631415276
Melioratorov,57.2107,65.6077,39.58,75,0,11.18,RU,1631415277
Baykit,61.67,96.37,54.64,57,99,9.42,RU,1631415278
Ust-Tsilma,65.441,52.1498,33.98,97,85,6.82,RU,1631415279
Madera,37.1666,-119.8343,87.6,32,0,6.53,US,1631415123
Saqqez,36.2499,46.2735,62.37,32,0,3.71,IR,1631415281
Port,-7.0349,29.7638,73.13,56,18,6.71,CD,1631415281
Morro,-2.6332,-80.3274,74.62,84,45,9.19,EC,1631415283
Bandarbeyla,9.4942,50.8122,79.86,70,100,27.27,SO,1631415284
Magnor,59.9511,12.1996,61.29,99,100,3.91,SE,1631415285
Port-Gentil,-0.7193,8.7815,74.79,93,100,10.47,GA,1631415286
Praia,14.9215,-23.5087,77.54,94,75,1.14,CV,1631415287
Médéa,36.2642,2.7539,57.65,45,2,4.74,DZ,1631415288
Jorochito,-18.05,-63.4333,73.13,53,4,9.44,BO,1631415289
Camaçari,-12.6975,-38.3242,76.77,88,1,4.76,BR,1631415290
Salalah,17.0151,54.0924,79.07,87,92,5.82,OM,1631415291
Novaya,55.9167,38.3333,57.06,86,99,4.65,RU,1631415292
Taldan,53.6667,124.8,56.19,67,93,3.85,RU,1631415293
Namatanai,-3.6667,152.4333,84.06,71,100,9.71,PG,1631415294
Cabo,-8.2833,-35.0333,76.93,91,32,6.31,BR,1631415201
Ocampo,21.65,-101.5,55.08,78,59,9.37,MX,1631415295
Paris,48.8534,2.3488,61.14,83,90,4.61,FR,1631415040
San,13.3034,-4.8956,76.39,75,92,8.43,ML,1631415297
Abnūb,27.2696,31.1511,73.62,58,0,8.97,EG,1631415298
Grand,38.8755,-109.5012,79.83,34,85,7.87,US,1631415299
Bud,39.447,-86.1758,75.34,76,57,12.19,US,1631415299
Laas,46.6166,10.7002,63.48,89,22,1.41,IT,1631415300
Udachny,66.4167,112.4,54.3,50,84,4.56,RU,1631415304
Labuan,5.2767,115.2417,86.16,79,20,2.3,MY,1631415305
Nouakchott,18.0858,-15.9785,80.53,85,43,10.4,MR,1631415305
Verkhoyansk,67.5447,133.385,60.48,33,79,4.45,RU,1631415306
Baiyin,36.5583,104.2081,68.88,49,1,3.91,CN,1631415307
Kununurra,-15.7667,128.7333,93.18,27,1,4.61,AU,1631415308
Marsa,35.8792,14.4953,76.28,83,75,9.22,MT,1631415309
Vieste,41.8825,16.175,71.83,71,97,10.92,IT,1631415310
Kirakira,-10.4544,161.9205,83.05,74,54,8.63,SB,1631415311
Guiratinga,-16.3494,-53.7583,82.26,28,37,2.82,BR,1631415312
Bima,-8.4667,118.7167,92.64,46,22,2.73,ID,1631415312
Seeboden,46.8219,13.495,59.63,89,25,3.89,AT,1631415313
Port,-7.0349,29.7638,73.13,56,18,6.71,CD,1631415314
Lata,40.1629,-8.3327,64.81,81,49,2.19,PT,1631415315
Margate,51.3813,1.3862,59.31,77,85,1.99,GB,1631415221
Noumea,-22.2763,166.4572,76.98,53,0,18.14,NC,1631415316
Shakawe,-18.3667,21.85,57.81,37,3,5.73,BW,1631415317
Hadgāon,19.5,77.6667,77.56,82,77,11.65,IN,1631415318
Furano,43.2818,142.4743,72.9,71,100,9.95,JP,1631415319
Hanzhong,33.0728,107.0303,70.72,92,97,1.23,CN,1631415320
Port,-7.0349,29.7638,73.13,56,18,6.71,CD,1631415314
Zaoyang,32.1272,112.7542,85.91,56,0,6.55,CN,1631415321
Kawana,-23.3335,150.5051,80.51,39,40,8.05,AU,1631415322
Uglovoye,44.8215,33.6045,63.75,74,77,5.21,UA,1631415322
Pánuco,22.05,-98.1667,80.04,88,81,4.29,MX,1631415323
Plettenberg,51.2167,7.8833,58.86,1,100,3.62,DE,1631415324
Tegul'det,57.3064,88.1667,52.65,93,99,10.18,RU,1631415325
Fairbanks,64.8378,-147.7164,57.2,49,1,0.0,US,1631415311
Yarmouth,41.7057,-70.2286,70.99,77,1,3.0,US,1631415327
Madimba,-10.4,40.3333,69.73,90,5,9.62,TZ,1631415327
Havre-St-Pierre,50.2334,-63.5986,52.16,93,1,8.05,CA,1631415328
Westport,41.1415,-73.3579,73.22,80,1,3.0,US,1631415059
Stawell,-37.05,142.7667,49.78,75,67,14.09,AU,1631415329
Worland,44.0169,-107.9554,77.67,44,7,1.99,US,1631415330
Skjervøy,70.0311,20.9714,47.57,67,100,4.03,NO,1631415331
Kysyl-Syr,63.8986,122.7617,60.44,46,95,6.82,RU,1631415332
Zyryanka,65.75,150.85,48.27,41,66,5.46,RU,1631415332
Zhigansk,66.7697,123.3711,54.36,50,96,10.87,RU,1631415333
Kanniyākumāri,8.0833,77.5667,81.12,75,100,19.17,IN,1631415334
Prado,-17.3411,-39.2208,73.76,82,2,10.2,BR,1631415250
Arman',59.7,150.1667,50.05,41,69,6.4,RU,1631415335
Superior,46.7208,-92.1041,63.77,55,1,5.75,US,1631415336
Ilhabela,-23.7781,-45.3581,69.49,85,94,2.57,BR,1631415337
Usinsk,65.9939,57.5281,37.6,96,100,14.38,RU,1631415338
Havøysund,70.9963,24.6622,40.08,80,100,10.98,NO,1631415338
Wanning,18.8003,110.3967,87.01,68,49,5.64,CN,1631415339
Yüksekova,37.5736,44.2872,50.63,52,0,0.74,TR,1631415340
Lavrentiya,65.5833,-171.0,42.91,80,25,9.08,RU,1631415340
Vila,42.0304,-8.1588,58.08,86,61,3.85,PT,1631415342
Morshansk,53.4435,41.8107,61.0,76,100,4.54,RU,1631415342
Frutal,-20.0247,-48.9406,77.02,49,76,8.88,BR,1631415343
Akdepe,42.0551,59.3788,55.49,21,0,3.69,TM,1631415346
Chicama,-7.8447,-79.1469,64.08,84,49,6.73,PE,1631415347
Coihueco,-36.6167,-71.8333,47.14,100,90,9.22,CL,1631415347
Narsaq,60.9167,-46.05,41.38,74,100,22.32,GL,1631415348
Nagato,34.3833,131.2,78.75,75,100,5.12,JP,1631415349
Prince,52.9669,-108.3847,53.76,68,100,8.25,CA,1631415350
Lokhvytsya,50.3678,33.2602,59.23,60,92,3.44,UA,1631415351
Provincia di Lecce,40.2167,18.1667,65.66,85,100,6.69,IT,1631415352
Kresttsy,58.2452,32.5165,53.2,95,37,2.68,RU,1631415352
Fredericksburg,38.3032,-77.4605,70.41,81,1,1.01,US,1631415354
Vostok,46.4856,135.8833,48.54,99,100,5.06,RU,1631415354
Monrovia,6.3005,-10.7969,76.06,90,100,11.99,LR,1631415355
Preobrazheniye,42.9019,133.9064,66.02,47,1,18.16,RU,1631415356
Maxixe,-23.8597,35.3472,67.5,68,73,3.78,MZ,1631415357
Takoradze,4.8845,-1.7554,75.04,93,39,6.69,GH,1631415358
Awjilah,29.1081,21.2869,85.28,28,1,9.64,LY,1631415359
Vila,42.0304,-8.1588,58.08,86,61,3.85,PT,1631415359
High,33.6123,-95.7472,76.62,46,0,7.78,US,1631415360
Chauk,20.8833,94.8167,79.34,83,100,9.01,MM,1631415361
Menongue,-14.6585,17.691,57.24,48,7,3.83,AO,1631415362
Montepuez,-13.1256,38.9997,65.12,81,0,7.23,MZ,1631415362
Erice,38.037,12.5865,66.67,73,0,8.23,IT,1631415363
Fare,-16.7,-151.0167,77.31,72,36,17.63,PF,1631415364
